age,gender,weight_kg,height_cm,bmi,activity_level,goal,goal_encoded,health_condition,condition_encoded,region,region_encoded,protein_pct,carbs_pct,fat_pct,diet_category
45,1,65.0,180.9,19.84,1.2,maintain,0,diabetes,1,north_india,0,41,23,36,medical_diet
42,1,80.8,171.8,27.39,1.375,gain,1,none,0,north_india,0,39,49,12,muscle_gain
67,0,49.5,157.2,20.03,1.2,loss,-1,none,0,east_india,3,37,28,35,maintenance
40,1,73.1,165.7,26.6,1.55,maintain,0,hypertension,2,west_india,2,29,45,26,medical_diet
48,1,58.1,168.1,20.54,1.55,loss,-1,none,0,south_india,1,34,30,36,maintenance
47,0,56.1,154.4,23.54,1.375,loss,-1,none,0,south_india,1,35,30,35,maintenance
59,1,100.2,179.3,31.18,1.375,loss,-1,diabetes,1,north_india,0,47,17,36,weight_loss
52,1,58.8,173.1,19.61,1.2,maintain,0,diabetes,1,south_india,1,41,27,32,medical_diet
24,1,79.7,167.4,28.44,1.375,gain,1,diabetes,1,north_india,0,51,33,16,muscle_gain
33,0,64.8,156.6,26.41,1.725,gain,1,diabetes,1,east_india,3,49,35,16,muscle_gain
43,1,38.0,152.7,16.31,1.55,loss,-1,thyroid,3,south_india,1,33,28,39,muscle_gain
65,1,64.8,158.0,25.92,1.2,loss,-1,none,0,south_india,1,35,28,37,weight_loss
69,1,73.6,172.8,24.67,1.55,loss,-1,diabetes,1,south_india,1,45,17,38,medical_diet
66,0,57.2,156.1,23.47,1.55,loss,-1,diabetes,1,north_india,0,44,16,40,medical_diet
19,0,56.8,152.7,24.33,1.375,loss,-1,diabetes,1,north_india,0,45,17,38,medical_diet
18,1,64.2,168.5,22.64,1.55,loss,-1,thyroid,3,south_india,1,35,28,37,medical_diet
65,0,58.7,157.8,23.55,1.2,loss,-1,diabetes,1,north_india,0,44,17,39,medical_diet
29,1,65.2,162.3,24.75,1.375,loss,-1,none,0,west_india,2,36,30,34,maintenance
22,0,62.2,153.3,26.49,1.55,loss,-1,hypertension,2,west_india,2,34,35,31,weight_loss
54,0,39.6,157.9,15.88,1.725,maintain,0,none,0,east_india,3,29,39,32,muscle_gain
49,1,92.0,176.5,29.53,1.2,maintain,0,none,0,west_india,2,32,41,27,maintenance
26,1,68.2,182.1,20.58,1.375,gain,1,diabetes,1,east_india,3,51,37,12,muscle_gain
58,1,78.8,169.7,27.38,1.725,loss,-1,none,0,north_india,0,34,31,35,weight_loss
52,0,46.4,145.4,21.93,1.2,loss,-1,diabetes,1,south_india,1,47,14,39,medical_diet
36,1,42.0,157.3,16.95,1.55,loss,-1,none,0,north_india,0,35,30,35,muscle_gain
65,0,52.5,146.2,24.58,1.2,loss,-1,hypertension,2,north_india,0,33,33,34,medical_diet
33,0,42.7,154.1,18.0,1.2,maintain,0,hypertension,2,west_india,2,31,47,22,muscle_gain
20,1,88.2,175.4,28.68,1.375,loss,-1,none,0,north_india,0,37,30,33,weight_loss
37,0,49.1,157.7,19.77,1.55,maintain,0,none,0,north_india,0,31,39,30,maintenance
41,1,55.6,173.6,18.47,1.2,maintain,0,none,0,south_india,1,32,38,30,muscle_gain
50,0,81.9,163.5,30.64,1.375,maintain,0,hypertension,2,north_india,0,30,45,25,medical_diet
41,1,68.9,166.8,24.79,1.2,maintain,0,none,0,north_india,0,30,40,30,maintenance
69,0,60.2,149.8,26.83,1.2,maintain,0,none,0,north_india,0,28,40,32,maintenance
28,0,63.0,173.2,21.0,1.375,maintain,0,none,0,north_india,0,30,42,28,maintenance
66,1,42.3,165.0,15.54,1.375,maintain,0,thyroid,3,east_india,3,30,42,28,muscle_gain
25,0,80.6,160.5,31.29,1.2,maintain,0,none,0,north_india,0,28,38,34,maintenance
53,1,66.2,166.3,23.94,1.375,loss,-1,diabetes,1,north_india,0,46,17,37,medical_diet
55,0,64.5,158.6,25.64,1.55,loss,-1,none,0,north_india,0,35,29,36,weight_loss
57,0,56.0,148.1,25.52,1.2,loss,-1,none,0,north_india,0,36,28,36,weight_loss
37,0,53.9,157.9,21.61,1.375,loss,-1,none,0,north_india,0,33,30,37,maintenance
52,1,75.3,172.6,25.28,1.2,gain,1,diabetes,1,west_india,2,49,34,17,muscle_gain
65,1,88.8,169.6,30.85,1.375,loss,-1,pcos,4,east_india,3,45,15,40,weight_loss
42,1,74.6,175.0,24.36,1.55,loss,-1,none,0,west_india,2,36,28,36,maintenance
52,1,83.3,172.0,28.16,1.725,loss,-1,diabetes,1,east_india,3,47,15,38,weight_loss
42,1,42.0,165.9,15.27,1.2,gain,1,none,0,west_india,2,42,51,7,muscle_gain
46,0,82.9,169.4,28.88,1.55,loss,-1,none,0,north_india,0,34,29,37,weight_loss
35,0,38.0,146.6,17.69,1.55,loss,-1,none,0,west_india,2,35,28,37,muscle_gain
63,1,84.1,172.0,28.43,1.55,maintain,0,none,0,west_india,2,30,38,32,maintenance
35,0,52.4,147.7,24.02,1.725,maintain,0,none,0,north_india,0,30,40,30,maintenance
19,0,48.6,149.7,21.67,1.375,maintain,0,thyroid,3,east_india,3,32,40,28,medical_diet
52,0,50.8,152.0,21.99,1.9,maintain,0,none,0,east_india,3,29,39,32,maintenance
33,0,55.9,158.9,22.13,1.9,maintain,0,hypertension,2,south_india,1,32,47,21,medical_diet
58,1,62.8,172.7,21.07,1.375,loss,-1,none,0,north_india,0,35,29,36,maintenance
53,0,50.5,152.9,21.57,1.375,loss,-1,none,0,south_india,1,34,31,35,maintenance
50,1,101.1,174.6,33.16,1.55,gain,1,none,0,south_india,1,42,49,9,muscle_gain
21,1,83.2,167.6,29.63,1.375,loss,-1,hypertension,2,north_india,0,35,35,30,weight_loss
50,0,44.8,155.3,18.59,1.55,loss,-1,diabetes,1,north_india,0,44,17,39,medical_diet
31,1,64.2,161.0,24.77,1.375,maintain,0,diabetes,1,north_india,0,39,27,34,medical_diet
38,0,59.8,158.6,23.76,1.2,maintain,0,none,0,south_india,1,28,39,33,maintenance
65,0,56.5,158.2,22.58,1.725,loss,-1,none,0,south_india,1,34,31,35,maintenance
37,0,43.0,155.1,17.9,1.725,loss,-1,thyroid,3,south_india,1,33,29,38,muscle_gain
25,1,73.7,168.3,26.0,1.2,loss,-1,pcos,4,north_india,0,45,13,42,weight_loss
24,1,82.6,172.4,27.78,1.55,maintain,0,hypertension,2,east_india,3,28,47,25,medical_diet
20,1,49.9,159.9,19.52,1.375,loss,-1,hypertension,2,south_india,1,35,33,32,medical_diet
34,0,74.5,151.0,32.66,1.375,loss,-1,diabetes,1,south_india,1,45,16,39,weight_loss
50,0,71.6,153.4,30.45,1.375,maintain,0,diabetes,1,south_india,1,41,26,33,medical_diet
65,0,67.5,160.9,26.06,1.375,gain,1,diabetes,1,south_india,1,48,35,17,muscle_gain
29,1,49.5,164.3,18.34,1.375,gain,1,pcos,4,east_india,3,49,34,17,muscle_gain
68,0,71.3,166.5,25.73,1.725,gain,1,hypertension,2,south_india,1,39,54,7,muscle_gain
39,0,66.7,163.3,25.01,1.55,loss,-1,diabetes,1,south_india,1,45,14,41,weight_loss
39,1,73.5,167.3,26.25,1.375,gain,1,none,0,west_india,2,38,48,14,muscle_gain
63,1,84.4,165.3,30.88,1.55,maintain,0,pcos,4,north_india,0,42,26,32,medical_diet
47,1,64.4,166.5,23.23,1.9,gain,1,none,0,north_india,0,39,51,10,muscle_gain
55,0,89.8,165.2,32.89,1.2,loss,-1,thyroid,3,south_india,1,37,28,35,weight_loss
55,0,57.8,153.0,24.72,1.375,loss,-1,diabetes,1,north_india,0,43,14,43,medical_diet
62,0,59.0,162.5,22.35,1.725,loss,-1,none,0,north_india,0,34,29,37,maintenance
68,1,84.8,156.0,34.84,1.55,gain,1,none,0,south_india,1,42,48,10,muscle_gain
25,1,80.7,170.7,27.68,1.725,loss,-1,thyroid,3,south_india,1,34,30,36,weight_loss
44,1,61.9,167.4,22.1,1.2,gain,1,none,0,south_india,1,41,50,9,muscle_gain
44,1,80.3,179.3,24.98,1.725,loss,-1,hypertension,2,south_india,1,36,34,30,medical_diet
51,0,69.3,161.7,26.51,1.55,loss,-1,diabetes,1,north_india,0,45,14,41,weight_loss
38,0,66.0,167.8,23.44,1.55,maintain,0,none,0,north_india,0,28,38,34,maintenance
47,0,55.8,154.2,23.47,1.375,maintain,0,none,0,east_india,3,29,42,29,maintenance
50,0,49.6,159.4,19.52,1.2,loss,-1,none,0,north_india,0,37,31,32,maintenance
45,0,38.0,151.2,16.63,1.375,gain,1,none,0,south_india,1,39,49,12,muscle_gain
64,0,63.3,162.1,24.12,1.375,gain,1,thyroid,3,north_india,0,39,49,12,muscle_gain
50,0,64.1,162.4,24.3,1.375,loss,-1,hypertension,2,east_india,3,37,37,26,medical_diet
22,0,77.7,171.4,26.46,1.55,gain,1,none,0,south_india,1,42,50,8,muscle_gain
65,1,43.7,150.6,19.26,1.375,loss,-1,none,0,north_india,0,36,31,33,maintenance
36,1,48.7,164.8,17.94,1.2,maintain,0,none,0,north_india,0,30,42,28,muscle_gain
21,0,42.6,154.2,17.92,1.375,loss,-1,thyroid,3,east_india,3,37,28,35,muscle_gain
52,1,77.3,164.7,28.52,1.2,loss,-1,diabetes,1,south_india,1,44,15,41,weight_loss
66,0,46.7,154.7,19.52,1.2,loss,-1,none,0,west_india,2,36,31,33,maintenance
34,0,52.4,157.7,21.07,1.375,loss,-1,diabetes,1,south_india,1,43,15,42,medical_diet
61,1,56.4,160.2,21.99,1.55,loss,-1,pcos,4,south_india,1,46,17,37,medical_diet
45,0,47.5,154.9,19.78,1.55,loss,-1,hypertension,2,west_india,2,36,36,28,medical_diet
47,0,49.1,157.4,19.81,1.375,maintain,0,none,0,north_india,0,31,39,30,maintenance
46,0,44.3,154.7,18.5,1.725,loss,-1,hypertension,2,east_india,3,34,33,33,medical_diet
63,0,71.5,154.7,29.88,1.2,loss,-1,hypertension,2,west_india,2,37,35,28,weight_loss
23,0,71.6,163.5,26.81,1.9,loss,-1,none,0,east_india,3,35,28,37,weight_loss
52,0,73.0,158.1,29.23,1.725,loss,-1,thyroid,3,north_india,0,33,30,37,weight_loss
58,0,76.5,159.1,30.22,1.375,loss,-1,thyroid,3,north_india,0,35,30,35,weight_loss
54,1,48.3,176.5,15.5,1.2,loss,-1,diabetes,1,north_india,0,44,15,41,muscle_gain
41,1,75.9,171.7,25.72,1.375,gain,1,none,0,south_india,1,40,48,12,muscle_gain
46,0,53.1,160.2,20.71,1.2,loss,-1,none,0,north_india,0,35,29,36,maintenance
66,1,89.8,176.4,28.86,1.55,loss,-1,hypertension,2,east_india,3,33,35,32,weight_loss
63,0,60.6,169.5,21.09,1.2,loss,-1,none,0,west_india,2,36,32,32,maintenance
48,0,38.0,145.0,18.07,1.375,loss,-1,diabetes,1,west_india,2,47,17,36,muscle_gain
52,0,44.5,161.7,17.02,1.2,loss,-1,none,0,south_india,1,37,28,35,muscle_gain
50,0,57.6,161.3,22.16,1.2,maintain,0,none,0,south_india,1,30,38,32,maintenance
69,1,81.0,170.0,28.02,1.2,maintain,0,pcos,4,north_india,0,38,27,35,medical_diet
38,1,69.8,166.7,25.11,1.2,loss,-1,none,0,east_india,3,37,29,34,weight_loss
49,1,60.1,174.6,19.73,1.55,loss,-1,hypertension,2,south_india,1,37,34,29,medical_diet
40,1,83.1,157.3,33.6,1.375,loss,-1,hypertension,2,south_india,1,37,36,27,weight_loss
50,0,60.4,152.6,25.94,1.55,loss,-1,pcos,4,east_india,3,45,15,40,weight_loss
20,1,78.6,169.3,27.43,1.55,loss,-1,pcos,4,east_india,3,44,17,39,weight_loss
35,0,71.3,155.9,29.34,1.2,gain,1,none,0,north_india,0,40,48,12,muscle_gain
42,0,38.0,150.4,16.79,1.375,maintain,0,pcos,4,east_india,3,40,27,33,muscle_gain
59,1,44.7,155.6,18.45,1.375,gain,1,none,0,south_india,1,39,52,9,muscle_gain
48,0,63.5,153.6,26.91,1.725,loss,-1,diabetes,1,south_india,1,47,13,40,weight_loss
20,1,57.9,167.6,20.61,1.375,maintain,0,hypertension,2,north_india,0,30,47,23,medical_diet
57,1,69.3,172.6,23.26,1.375,loss,-1,thyroid,3,east_india,3,36,29,35,medical_diet
63,1,67.5,168.5,23.8,1.55,gain,1,none,0,south_india,1,42,50,8,muscle_gain
41,1,51.7,167.1,18.54,1.55,loss,-1,none,0,east_india,3,37,29,34,maintenance
67,1,71.9,176.2,23.15,1.725,loss,-1,diabetes,1,west_india,2,47,17,36,medical_diet
49,0,76.3,165.3,27.91,1.375,loss,-1,none,0,east_india,3,35,29,36,weight_loss
64,1,80.5,171.8,27.29,1.2,loss,-1,diabetes,1,east_india,3,43,16,41,weight_loss
39,1,69.7,156.3,28.51,1.55,maintain,0,hypertension,2,east_india,3,28,47,25,medical_diet
40,0,86.2,174.0,28.44,1.2,loss,-1,hypertension,2,north_india,0,34,36,30,weight_loss
19,1,64.4,159.5,25.3,1.375,maintain,0,none,0,north_india,0,28,39,33,maintenance
44,1,77.4,173.5,25.72,1.55,maintain,0,diabetes,1,south_india,1,42,23,35,medical_diet
59,0,64.2,161.2,24.72,1.55,maintain,0,none,0,north_india,0,31,40,29,maintenance
19,0,40.9,148.5,18.57,1.55,gain,1,hypertension,2,east_india,3,41,53,6,muscle_gain
43,1,47.9,160.3,18.65,1.2,loss,-1,none,0,east_india,3,37,31,32,maintenance
34,0,50.6,158.8,20.04,1.9,loss,-1,thyroid,3,north_india,0,35,28,37,medical_diet
57,1,58.7,162.7,22.2,1.2,loss,-1,none,0,north_india,0,35,31,34,maintenance
50,0,43.8,151.7,19.05,1.2,loss,-1,none,0,south_india,1,37,28,35,maintenance
26,1,66.0,161.1,25.45,1.55,gain,1,hypertension,2,west_india,2,42,55,3,muscle_gain
60,1,79.7,177.3,25.36,1.725,maintain,0,none,0,south_india,1,29,42,29,maintenance
65,1,60.0,156.3,24.56,1.375,maintain,0,none,0,south_india,1,30,40,30,maintenance
56,0,61.9,157.7,24.9,1.375,loss,-1,diabetes,1,north_india,0,43,14,43,medical_diet
46,1,94.1,179.7,29.12,1.375,gain,1,none,0,west_india,2,38,49,13,muscle_gain
59,0,53.8,153.9,22.72,1.2,loss,-1,none,0,west_india,2,35,28,37,maintenance
43,1,70.9,158.8,28.12,1.55,loss,-1,none,0,north_india,0,36,30,34,weight_loss
52,1,75.7,169.5,26.35,1.375,gain,1,none,0,north_india,0,42,49,9,muscle_gain
67,1,78.2,164.7,28.85,1.725,loss,-1,diabetes,1,south_india,1,44,17,39,weight_loss
42,1,81.5,162.1,31.01,1.2,maintain,0,none,0,south_india,1,29,38,33,maintenance
41,1,67.2,160.3,26.16,1.375,maintain,0,none,0,west_india,2,29,41,30,maintenance
30,0,61.2,160.0,23.92,1.375,gain,1,diabetes,1,south_india,1,48,33,19,muscle_gain
24,0,55.0,153.9,23.25,1.375,loss,-1,thyroid,3,east_india,3,36,30,34,medical_diet
53,0,44.5,150.2,19.74,1.375,gain,1,none,0,north_india,0,41,50,9,muscle_gain
62,1,72.4,178.5,22.74,1.375,loss,-1,thyroid,3,west_india,2,34,32,34,medical_diet
37,1,83.1,172.3,28.0,1.2,loss,-1,none,0,west_india,2,37,28,35,weight_loss
18,0,41.9,153.4,17.79,1.55,loss,-1,hypertension,2,south_india,1,37,33,30,muscle_gain
25,1,80.8,161.5,31.01,1.375,loss,-1,none,0,south_india,1,37,30,33,weight_loss
63,1,70.9,172.7,23.77,1.375,gain,1,pcos,4,north_india,0,49,33,18,muscle_gain
33,1,100.6,166.3,36.39,1.375,maintain,0,hypertension,2,south_india,1,32,44,24,medical_diet
31,0,41.9,150.2,18.56,1.375,maintain,0,none,0,west_india,2,30,39,31,maintenance
29,0,57.2,154.2,24.06,1.55,loss,-1,none,0,north_india,0,34,28,38,maintenance
68,0,53.1,157.3,21.45,1.55,maintain,0,none,0,north_india,0,31,39,30,maintenance
40,0,39.5,149.0,17.78,1.2,loss,-1,none,0,east_india,3,33,30,37,muscle_gain
32,0,79.5,166.8,28.6,1.375,loss,-1,diabetes,1,west_india,2,45,16,39,weight_loss
45,1,47.7,161.0,18.41,1.2,maintain,0,none,0,north_india,0,28,38,34,muscle_gain
51,1,67.1,175.2,21.86,1.375,maintain,0,hypertension,2,east_india,3,30,47,23,medical_diet
19,1,70.5,163.4,26.38,1.375,loss,-1,none,0,south_india,1,34,28,38,weight_loss
49,1,63.9,154.9,26.61,1.2,loss,-1,none,0,south_india,1,36,30,34,weight_loss
40,0,49.5,166.2,17.92,1.55,maintain,0,none,0,north_india,0,30,42,28,muscle_gain
39,0,58.8,151.8,25.51,1.2,loss,-1,none,0,west_india,2,34,32,34,weight_loss
68,1,66.3,164.8,24.43,1.725,gain,1,none,0,east_india,3,41,51,8,muscle_gain
42,0,46.9,157.9,18.81,1.2,gain,1,diabetes,1,north_india,0,48,33,19,muscle_gain
39,1,66.5,176.0,21.48,1.9,maintain,0,hypertension,2,south_india,1,30,43,27,medical_diet
39,1,44.3,168.7,15.57,1.375,loss,-1,none,0,east_india,3,34,32,34,muscle_gain
66,1,82.7,162.1,31.48,1.2,maintain,0,none,0,east_india,3,30,39,31,maintenance
69,1,85.1,172.9,28.46,1.2,loss,-1,none,0,north_india,0,37,28,35,weight_loss
59,0,39.6,155.0,16.46,1.2,maintain,0,pcos,4,west_india,2,40,23,37,muscle_gain
23,1,59.9,150.3,26.51,1.2,loss,-1,diabetes,1,north_india,0,46,14,40,weight_loss
32,0,49.3,156.2,20.21,1.2,loss,-1,diabetes,1,south_india,1,47,16,37,medical_diet
60,1,81.7,170.7,28.03,1.375,gain,1,none,0,west_india,2,41,48,11,muscle_gain
54,1,62.2,168.1,22.0,1.2,loss,-1,none,0,south_india,1,33,30,37,maintenance
50,1,69.9,174.2,23.02,1.375,maintain,0,none,0,north_india,0,32,39,29,maintenance
25,1,59.8,163.3,22.44,1.375,maintain,0,diabetes,1,south_india,1,42,23,35,medical_diet
61,0,49.9,157.8,20.04,1.55,loss,-1,thyroid,3,north_india,0,36,29,35,medical_diet
61,1,73.8,157.0,29.94,1.2,loss,-1,none,0,north_india,0,34,29,37,weight_loss
22,0,68.8,158.0,27.55,1.725,maintain,0,diabetes,1,south_india,1,40,26,34,medical_diet
56,1,83.0,181.7,25.15,1.375,maintain,0,none,0,east_india,3,28,41,31,maintenance
21,1,73.3,161.0,28.28,1.55,loss,-1,diabetes,1,west_india,2,43,17,40,weight_loss
23,1,43.2,162.7,16.31,1.2,loss,-1,diabetes,1,north_india,0,44,13,43,muscle_gain
62,0,40.1,154.9,16.73,1.375,maintain,0,none,0,east_india,3,31,41,28,muscle_gain
49,1,74.6,168.9,26.15,1.375,gain,1,diabetes,1,north_india,0,48,33,19,muscle_gain
69,1,69.4,160.6,26.92,1.725,gain,1,none,0,south_india,1,40,52,8,muscle_gain
47,1,74.3,170.9,25.43,1.725,maintain,0,diabetes,1,south_india,1,39,26,35,medical_diet
64,1,51.3,173.9,16.97,1.55,gain,1,none,0,south_india,1,42,51,7,muscle_gain
52,1,59.0,171.7,20.0,1.55,loss,-1,none,0,west_india,2,35,32,33,maintenance
57,0,60.7,155.7,25.04,1.55,loss,-1,none,0,west_india,2,36,30,34,weight_loss
69,0,91.2,162.1,34.71,1.2,loss,-1,hypertension,2,west_india,2,36,35,29,weight_loss
33,1,89.2,174.6,29.27,1.55,gain,1,none,0,south_india,1,39,52,9,muscle_gain
30,1,92.7,173.8,30.7,1.2,gain,1,none,0,north_india,0,42,50,8,muscle_gain
67,0,67.3,163.3,25.26,1.55,loss,-1,none,0,east_india,3,37,30,33,weight_loss
59,1,73.5,169.5,25.58,1.2,maintain,0,none,0,north_india,0,29,40,31,maintenance
47,0,38.0,149.5,17.01,1.375,loss,-1,diabetes,1,south_india,1,44,15,41,muscle_gain
36,1,92.9,181.5,28.21,1.375,maintain,0,hypertension,2,north_india,0,29,44,27,medical_diet
34,1,60.5,161.3,23.23,1.375,loss,-1,pcos,4,north_india,0,47,14,39,medical_diet
36,0,56.3,148.0,25.71,1.55,gain,1,thyroid,3,north_india,0,41,51,8,muscle_gain
45,1,67.8,167.4,24.18,1.375,loss,-1,none,0,north_india,0,36,28,36,maintenance
43,0,64.0,160.6,24.79,1.9,maintain,0,none,0,east_india,3,30,39,31,maintenance
54,0,55.8,156.9,22.68,1.375,loss,-1,none,0,east_india,3,36,28,36,maintenance
43,0,56.5,153.8,23.88,1.55,loss,-1,thyroid,3,south_india,1,34,32,34,medical_diet
40,1,73.0,161.0,28.16,1.55,maintain,0,none,0,south_india,1,30,42,28,maintenance
26,0,42.6,157.8,17.12,1.2,loss,-1,diabetes,1,north_india,0,43,17,40,muscle_gain
29,0,41.1,159.1,16.26,1.55,loss,-1,diabetes,1,west_india,2,47,13,40,muscle_gain
18,1,70.0,164.9,25.74,1.375,maintain,0,none,0,north_india,0,30,42,28,maintenance
18,1,82.4,165.2,30.22,1.2,maintain,0,diabetes,1,north_india,0,38,26,36,medical_diet
64,1,89.0,168.7,31.28,1.2,loss,-1,none,0,south_india,1,34,28,38,weight_loss
51,1,42.0,156.7,17.11,1.55,maintain,0,none,0,north_india,0,31,41,28,muscle_gain
49,1,53.0,157.9,21.28,1.2,maintain,0,none,0,north_india,0,31,41,28,maintenance
65,1,52.8,170.5,18.15,1.2,loss,-1,none,0,north_india,0,35,30,35,muscle_gain
42,0,53.5,160.1,20.87,1.375,maintain,0,none,0,east_india,3,28,41,31,maintenance
57,1,89.0,175.5,28.89,1.375,gain,1,hypertension,2,west_india,2,41,54,5,muscle_gain
62,0,63.6,163.7,23.71,1.55,gain,1,thyroid,3,south_india,1,39,51,10,muscle_gain
18,1,67.8,172.2,22.84,1.2,loss,-1,thyroid,3,north_india,0,33,32,35,medical_diet
33,0,65.3,158.7,25.91,1.2,maintain,0,none,0,south_india,1,28,40,32,maintenance
56,0,43.6,153.1,18.58,1.375,maintain,0,none,0,south_india,1,31,38,31,maintenance
22,1,83.1,164.0,30.9,1.375,loss,-1,none,0,west_india,2,35,31,34,weight_loss
39,1,74.2,174.1,24.48,1.55,maintain,0,diabetes,1,east_india,3,40,25,35,medical_diet
46,0,62.3,167.1,22.3,1.375,loss,-1,none,0,north_india,0,35,31,34,maintenance
20,1,73.7,166.7,26.54,1.725,loss,-1,none,0,north_india,0,36,31,33,weight_loss
29,1,89.0,177.7,28.18,1.2,maintain,0,none,0,south_india,1,32,42,26,maintenance
43,0,81.9,162.7,30.92,1.375,loss,-1,diabetes,1,east_india,3,44,14,42,weight_loss
33,0,50.9,153.5,21.63,1.55,loss,-1,none,0,south_india,1,34,30,36,maintenance
68,0,70.0,157.0,28.41,1.55,loss,-1,pcos,4,south_india,1,45,15,40,weight_loss
54,1,62.7,161.5,24.04,1.9,loss,-1,hypertension,2,north_india,0,35,36,29,medical_diet
39,1,61.2,168.5,21.55,1.375,loss,-1,none,0,west_india,2,34,30,36,maintenance
46,1,68.5,177.8,21.66,1.375,gain,1,none,0,south_india,1,41,48,11,muscle_gain
31,1,58.0,171.1,19.79,1.725,loss,-1,none,0,south_india,1,33,28,39,maintenance
45,0,54.1,163.0,20.36,1.2,maintain,0,none,0,south_india,1,29,41,30,maintenance
22,1,80.3,166.9,28.82,1.2,loss,-1,none,0,west_india,2,34,30,36,weight_loss
64,0,72.2,163.7,26.93,1.375,loss,-1,diabetes,1,north_india,0,43,16,41,weight_loss
66,1,58.4,173.2,19.44,1.2,gain,1,diabetes,1,north_india,0,48,33,19,muscle_gain
47,1,51.3,172.3,17.29,1.375,maintain,0,none,0,north_india,0,32,40,28,muscle_gain
63,0,46.0,159.4,18.12,1.9,loss,-1,diabetes,1,east_india,3,44,14,42,muscle_gain
69,1,61.0,170.3,21.02,1.375,maintain,0,pcos,4,north_india,0,38,26,36,medical_diet
22,1,67.7,171.4,23.06,1.55,loss,-1,diabetes,1,north_india,0,44,13,43,medical_diet
29,0,63.9,149.8,28.46,1.2,gain,1,pcos,4,south_india,1,48,33,19,muscle_gain
33,1,62.6,169.2,21.87,1.375,loss,-1,none,0,south_india,1,35,29,36,maintenance
43,0,82.1,161.9,31.31,1.2,gain,1,none,0,north_india,0,40,51,9,muscle_gain
43,0,38.3,158.5,15.25,1.375,loss,-1,none,0,east_india,3,35,32,33,muscle_gain
65,0,58.2,162.4,22.07,1.2,maintain,0,thyroid,3,north_india,0,29,42,29,medical_diet
38,0,63.8,154.4,26.77,1.55,gain,1,none,0,south_india,1,39,48,13,muscle_gain
56,1,75.4,165.2,27.62,1.55,loss,-1,pcos,4,south_india,1,44,17,39,weight_loss
53,1,66.1,170.2,22.84,1.375,loss,-1,none,0,north_india,0,36,28,36,maintenance
50,1,90.0,178.0,28.41,1.2,maintain,0,none,0,north_india,0,30,42,28,maintenance
47,0,65.4,155.6,26.99,1.2,loss,-1,none,0,east_india,3,33,28,39,weight_loss
54,1,59.6,167.8,21.17,1.375,maintain,0,none,0,south_india,1,32,40,28,maintenance
40,1,72.8,169.0,25.48,1.55,maintain,0,none,0,east_india,3,31,39,30,maintenance
27,1,84.2,175.8,27.26,1.375,loss,-1,diabetes,1,north_india,0,44,13,43,weight_loss
22,1,50.2,157.5,20.23,1.375,maintain,0,none,0,south_india,1,30,42,28,maintenance
53,0,84.7,164.4,31.35,1.725,loss,-1,hypertension,2,west_india,2,36,36,28,weight_loss
51,0,48.2,158.2,19.26,1.2,gain,1,hypertension,2,south_india,1,40,57,3,muscle_gain
69,1,76.6,174.8,25.05,1.375,loss,-1,thyroid,3,south_india,1,33,29,38,weight_loss
48,0,38.0,148.9,17.14,1.375,maintain,0,none,0,east_india,3,32,42,26,muscle_gain
27,1,58.7,157.5,23.68,1.2,loss,-1,none,0,north_india,0,36,32,32,maintenance
36,1,54.8,167.7,19.51,1.9,maintain,0,none,0,south_india,1,32,41,27,maintenance
49,1,60.3,163.9,22.47,1.375,loss,-1,none,0,west_india,2,36,28,36,maintenance
18,0,38.0,152.1,16.42,1.2,loss,-1,none,0,north_india,0,35,30,35,muscle_gain
22,1,71.9,162.3,27.3,1.2,loss,-1,diabetes,1,south_india,1,44,16,40,weight_loss
62,0,61.4,157.1,24.87,1.375,loss,-1,diabetes,1,south_india,1,45,14,41,medical_diet
21,0,63.5,150.5,28.06,1.375,loss,-1,hypertension,2,west_india,2,34,36,30,weight_loss
33,1,72.4,176.6,23.22,1.9,loss,-1,thyroid,3,west_india,2,34,28,38,medical_diet
41,0,68.7,155.1,28.56,1.375,gain,1,none,0,south_india,1,39,49,12,muscle_gain
33,0,74.2,173.7,24.58,1.55,loss,-1,pcos,4,east_india,3,45,15,40,medical_diet
19,1,69.3,168.0,24.57,1.2,maintain,0,none,0,north_india,0,30,40,30,maintenance
66,0,82.7,157.3,33.41,1.2,loss,-1,thyroid,3,west_india,2,37,32,31,weight_loss
45,0,50.5,156.3,20.67,1.55,loss,-1,none,0,south_india,1,36,32,32,maintenance
49,1,75.7,161.0,29.21,1.725,loss,-1,thyroid,3,west_india,2,34,29,37,weight_loss
44,1,68.7,162.9,25.87,1.375,maintain,0,none,0,north_india,0,28,40,32,maintenance
37,0,38.1,145.0,18.14,1.375,loss,-1,hypertension,2,north_india,0,33,33,34,muscle_gain
41,1,46.6,162.4,17.68,1.375,gain,1,none,0,west_india,2,39,49,12,muscle_gain
29,1,67.8,180.2,20.88,1.375,gain,1,none,0,north_india,0,41,52,7,muscle_gain
67,0,62.7,149.1,28.19,1.2,loss,-1,none,0,south_india,1,35,32,33,weight_loss
52,0,83.1,162.3,31.55,1.55,loss,-1,diabetes,1,north_india,0,47,17,36,weight_loss
50,1,68.3,167.2,24.43,1.375,loss,-1,none,0,west_india,2,33,31,36,maintenance
50,0,62.1,160.3,24.14,1.375,loss,-1,none,0,west_india,2,36,30,34,maintenance
