name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
banana raita (kele ka raita),89.03,4.13,13.51,2.07,1.0,10.11,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
mango raita (aam ka raita),67.37,3.9,8.23,2.14,0.89,7.87,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
guava raita (amarood ka raita),64.36,4.19,7.27,2.07,3.0,6.71,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
grapes raita (angoor ka raita),72.59,3.98,9.66,2.07,0.71,8.51,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
bottle gourd kheer (ghiya/lauki kheer),84.07,2.7,10.0,3.86,0.55,9.63,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
pumpkin kheer (kaddu ki kheer),86.35,2.76,10.44,3.86,0.63,10.12,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
apple kheer (seb ki kheer),81.3,2.14,11.34,3.18,0.51,10.71,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
caramel custard (baked),122.7,5.11,14.95,5.01,0.0,14.92,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
vanilla ice cream without egg,228.67,2.69,14.21,18.15,0.0,13.45,protein,non-veg,north_india,"['lunch', 'dinner']",[],medium
vanilla ice cream with egg,214.85,4.16,11.71,17.02,0.0,11.69,protein,non-veg,north_india,"['lunch', 'dinner']",[],medium
strawberry ice cream,215.61,4.15,12.26,16.96,0.0,11.6,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
chocochip ice cream,241.45,4.23,16.75,17.93,0.0,16.08,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
choconut ice cream,273.96,5.04,23.13,18.49,0.51,21.02,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
pear chocholate sunday,183.49,2.08,15.02,13.11,0.07,14.41,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
chocolate sauce,263.2,1.91,43.21,10.39,0.0,42.06,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
coffee ice cream,150.62,3.15,14.09,9.43,0.0,13.35,beverage,vegan,north_india,['beverage'],"[""vegan""]",medium
coffee pear alaska,203.99,2.88,19.36,13.22,0.15,16.88,beverage,vegan,north_india,['beverage'],"[""vegan""]",high
crunchy butterscotch,277.32,3.11,19.92,20.99,0.47,17.73,other,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
peach melba ice cream,200.85,2.06,16.31,14.51,0.06,13.35,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
vanilla ice cream with apples in hot cherry sauce,196.32,1.73,22.75,11.45,0.26,14.19,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
grape and orange whip,57.39,1.41,6.72,2.62,0.97,5.66,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
honey banana cream,125.49,2.78,13.64,6.68,0.7,10.51,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""vegan""]",medium
raspberry bavarian cream,150.1,3.34,17.82,7.88,2.19,15.3,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
fruit delight,107.09,2.09,9.11,7.09,0.09,9.03,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""vegan""]",medium
creamy chocolate mousse,230.52,6.85,9.53,18.16,0.0,8.99,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""vegan""]",medium
cold lemon souffle,169.87,5.89,15.62,9.78,0.0,13.88,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
cold orange souffle,173.19,5.94,16.27,9.82,0.11,14.42,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
cold pineapple souffle,181.22,6.23,16.85,10.39,0.0,14.99,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
cold vanilla souffle,179.54,6.22,16.29,10.32,0.0,14.49,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
cold chocolate souffle,187.53,6.37,17.22,10.86,0.0,15.31,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
stewed fruit (with pear),74.32,0.25,18.22,0.32,2.84,17.67,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
apricot fool,240.79,1.54,33.64,11.35,1.0,21.29,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
pavlova,200.6,1.84,21.84,12.29,0.06,20.37,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
apple crumb pudding,220.85,1.54,35.17,8.87,1.33,27.69,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
steamed cake with chocolate sauce,301.91,4.49,29.06,19.01,0.29,19.72,beverage,vegan,north_india,['beverage'],"[""vegan""]",high
hot lemon souffle,155.25,5.29,16.31,7.93,0.14,12.07,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
gulab jamun with milk powder,471.15,0.85,28.24,40.15,0.05,27.04,dairy,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
chum chum,130.05,1.52,28.27,1.92,0.02,27.84,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
dil bahar,130.05,1.52,28.27,1.92,0.02,27.84,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
rasbhari,130.05,1.52,28.27,1.92,0.02,27.84,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
rajbogh,133.7,1.71,28.16,2.28,0.11,27.66,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
rasgulla,118.64,1.38,25.79,1.75,0.01,25.4,other,vegan,east_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
rasmalai,135.55,1.61,29.17,2.11,0.07,28.71,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
khoa coconut burfi,411.45,9.98,36.55,26.01,4.07,35.6,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
danedar burfi,102.68,3.24,12.33,4.72,0.09,11.98,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
semolina burfi (suji/rava burfi),348.67,3.47,47.1,16.86,2.8,28.67,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
pumpkin coconut burfi (kaddu aur nariyal ki burfi),186.18,1.75,17.02,12.66,4.29,16.11,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
khoa ladoo,396.02,12.21,34.43,24.09,3.08,33.37,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
wheat and gram flour ladoo (atta besan ladoo),501.7,9.38,50.5,29.86,6.01,18.46,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
semolina ladoo with nuts (suji/rava ladoo with nuts),441.84,5.44,48.02,25.45,4.27,19.79,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
sesame chickpeas brittle (til aur channe ki chikki),282.74,8.5,50.49,4.66,5.54,36.48,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",high
murmura chikki,253.82,2.12,59.59,0.32,0.37,48.27,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
masala onion pakora/pakoda (pyaaz ke pakode),551.64,2.05,6.48,57.61,1.44,1.58,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
masala green chilli pakora/pakoda (hari mirch kay pakode),668.76,2.22,5.55,71.01,1.34,0.27,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
chicken pakora/pakoda,590.09,6.03,4.55,60.98,0.96,0.22,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
fish pakora/pakoda,577.03,5.97,4.55,59.52,0.96,0.22,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
paneer cutlet,672.2,4.59,7.62,69.38,0.39,2.52,protein,veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
sago cutlet/vadas (sabudana cutlet/vadas),558.76,0.56,11.23,56.97,0.54,0.1,other,vegan,south_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
poshtik cutlet,496.45,2.0,7.39,50.94,1.35,0.32,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
egg cutlet (anda cutlet),575.02,2.45,5.77,60.25,0.58,0.2,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
minced meat cutlet,531.86,5.1,5.61,54.47,0.4,0.31,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
vegetable samosa,443.11,2.21,13.22,42.22,1.52,0.74,vegetable,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
plain urad dal vada (uzunne vada/minapa garelu/ulundu vadai/medu vada),745.5,4.39,9.7,76.32,2.27,0.16,protein,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
masala urad dal vada,703.78,4.32,9.93,71.62,2.71,0.7,protein,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
khaman (dhokla),54.73,1.92,5.36,2.8,1.49,1.36,other,vegan,west_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
instant dhokla,207.11,7.66,24.11,9.37,3.57,6.86,other,vegan,west_india,"['lunch', 'dinner']","[""vegan""]",medium
tomato ginger chutney (tamatar adarak ki chutney),44.66,1.05,9.11,0.32,2.14,6.31,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
mint tomato chutney (pudinay aur tamatar ki chutney),43.65,1.53,8.22,0.36,2.63,5.48,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
coriander chutney (hare dhaniye ki chutney),42.86,1.38,8.16,0.37,2.47,5.5,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
gooseberry chutney (amla chutney),43.02,1.44,8.83,0.62,4.58,0.06,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
walnut chutney (akhrot ki chutney),370.43,9.44,8.91,33.46,3.04,4.4,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
saunth/sonth chutney with ginger,84.22,0.28,20.62,0.11,0.31,19.04,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",high
gun powder chutney,312.34,21.55,47.65,2.67,13.95,1.16,other,vegan,north_india,"['lunch', 'dinner']","[""high-protein"", ""high-fiber"", ""low-fat"", ""vegan""]",medium
dessicated coconut chutney (sookhe kase nariyal ki chutney),346.36,12.88,36.72,15.88,13.16,10.41,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
curd mint dip,76.13,4.82,9.11,2.44,0.77,7.83,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
curd vegetable dip,56.21,3.88,6.04,1.94,0.63,5.42,vegetable,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
mayonnaise vegetable dip,241.27,3.01,4.8,23.44,0.41,4.39,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
tomato and cucumber sandwich (tamatar aur kheere ka sandwich),150.68,4.03,20.51,6.31,2.1,1.79,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
tomato sandwich (grilled),189.92,6.26,21.29,9.39,1.91,2.58,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
french sandwich (toasted),186.75,6.82,14.82,11.51,1.37,1.82,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
peanut butter cucumber sandwich,243.33,9.04,29.76,10.56,3.35,2.91,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
mint and peanut sandwich,273.59,7.18,31.83,13.88,3.67,2.78,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
spicy chutney sandwich,249.58,8.74,34.03,9.58,3.73,3.96,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
chicken walnut sandwich (chicken aur akhrot ke sandwich),285.78,12.58,22.62,16.77,1.53,1.77,protein,non-veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly""]",medium
rolled sandwich,293.07,6.45,34.69,15.29,2.07,2.7,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
ribbon sandwich,239.26,6.26,24.76,13.37,2.92,4.66,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
checker board sandwich,348.37,7.37,25.94,24.65,2.22,2.9,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
submarine sandwich,216.92,6.09,13.6,15.32,1.24,2.5,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
cheese open sandwich,274.07,9.84,28.42,14.24,1.74,3.24,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
sunset and sunrise open sandwich,241.31,8.58,18.89,15.14,1.39,1.95,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
danish luncheon sandwich,193.82,9.03,17.77,10.1,1.52,1.13,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
chicken and corn open sandwich,188.16,8.63,19.21,8.83,1.67,2.48,protein,non-veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly""]",medium
chocolate sponge cake,239.86,9.13,39.54,5.51,0.52,25.0,snack,vegan,north_india,['snack'],"[""vegan""]",high
chocolate swiss roll,306.08,6.01,26.97,19.76,0.29,18.83,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
lemon curd filling,225.62,3.43,26.41,12.58,0.0,26.13,dairy,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
jam filling,184.62,0.0,46.15,0.0,0.0,41.54,other,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
chocolate pastry,243.37,7.05,32.24,10.12,0.32,22.34,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
assorted pastry,230.74,6.78,31.99,8.91,0.43,19.7,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
orange gateau,178.05,4.78,27.01,6.02,0.68,18.33,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
black forest gateau,217.82,5.94,30.57,8.58,0.28,21.97,beverage,vegan,north_india,['beverage'],"[""vegan""]",high
lemon cake,373.85,5.29,43.1,20.63,0.62,25.84,snack,vegan,north_india,['snack'],"[""vegan""]",high
dundee cake,396.62,7.78,41.4,22.7,1.81,21.3,snack,vegan,north_india,['snack'],"[""vegan""]",high
victorian sandwich cake,373.09,5.18,44.74,19.83,0.59,28.18,snack,vegan,north_india,['snack'],"[""vegan""]",high
chocolate eggless cake,312.01,6.66,43.45,13.19,0.32,34.2,protein,non-veg,north_india,"['lunch', 'dinner']",[],high
orange eggless cake,355.62,7.16,52.65,13.82,0.56,37.87,protein,non-veg,north_india,"['lunch', 'dinner']",[],high
chocolate glace icing,436.29,3.22,62.43,20.8,0.0,59.88,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
butter icing,500.72,0.19,71.64,25.37,0.0,71.64,other,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
chocolate butter icing,469.59,3.21,61.72,24.77,0.0,59.82,other,veg,north_india,"['lunch', 'dinner']","[""veg""]",high
almond biscuit (badam ke biscuit),407.74,6.25,52.14,19.7,1.5,22.19,snack,vegan,north_india,['snack'],"[""vegan""]",high
orange biscuit,354.78,3.63,62.11,11.01,0.75,42.63,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
gingerman biscuit,357.43,6.26,55.24,12.73,2.0,21.64,snack,vegan,north_india,['snack'],"[""vegan""]",high
coffee drops,443.07,7.57,43.06,27.16,1.88,18.27,beverage,vegan,north_india,['beverage'],"[""vegan""]",high
christmas biscuit,406.07,5.67,60.97,15.88,2.17,26.01,snack,vegan,north_india,['snack'],"[""vegan""]",high
christmas wreath biscuit,386.05,5.43,58.07,15.01,2.28,24.89,snack,vegan,north_india,['snack'],"[""vegan""]",high
christmas bell biscuit,404.85,5.66,60.79,15.84,2.33,25.94,snack,vegan,north_india,['snack'],"[""vegan""]",high
christmas star biscuit,392.03,3.54,74.54,10.04,1.47,53.05,snack,vegan,north_india,['snack'],"[""vegan""]",high
christmas tree biscuit,385.63,5.43,58.41,15.0,2.65,24.77,snack,vegan,north_india,['snack'],"[""vegan""]",high
chocolate cream shells,427.17,5.1,59.26,19.34,0.9,34.72,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
jelly biscuit,404.61,4.23,55.24,19.33,2.02,29.76,snack,vegan,north_india,['snack'],"[""vegan""]",high
cherry and walnut cookies,422.6,5.63,59.35,18.75,1.3,30.37,snack,vegan,north_india,['snack'],"[""vegan""]",high
cheese straws,382.0,9.83,30.61,24.28,1.29,1.79,other,veg,north_india,"['lunch', 'dinner']","[""veg""]",medium
butterfly biscuit,341.45,9.98,25.33,22.11,1.02,2.44,snack,veg,north_india,['snack'],"[""diabetes-friendly"", ""veg""]",medium
flan pastry,445.8,6.72,47.84,25.04,1.58,6.22,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
fruit flan,261.35,3.3,34.71,12.48,0.71,9.52,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
orange cream flan,280.28,4.73,36.16,13.59,0.63,25.27,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
fruit puree tart,286.5,3.35,30.42,16.83,1.31,9.79,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
apple banana pie,243.99,3.13,32.12,11.39,1.89,12.96,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
lemon chiffon pie,259.31,4.88,27.63,14.52,0.66,11.39,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
orange chiffon pie,207.57,3.89,23.14,11.16,0.7,10.46,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
cream buns,215.74,4.45,14.16,15.81,0.31,5.95,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
savoury puffs,190.79,9.51,10.8,15.24,0.33,4.51,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
choux swans,216.34,4.35,14.92,15.6,0.35,6.13,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
potato aigrettes,530.03,2.35,8.01,54.24,0.45,0.73,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cream horns,408.23,3.42,23.12,33.55,0.6,7.12,other,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",medium
savoury cheese horns,295.15,5.66,21.38,20.71,0.73,2.74,other,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
paneer patties,338.58,7.6,22.79,23.96,1.18,4.04,protein,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
vegetable patties,261.92,4.01,20.98,17.74,2.62,1.49,vegetable,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
pearl millet infant food (bajra shishu aahaar),362.44,11.98,62.1,6.62,7.84,26.06,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
sajina,345.26,10.81,66.87,3.03,7.62,25.89,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",high
cereal mix,120.81,3.32,21.84,2.02,2.03,10.68,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
pulse mix,83.29,3.16,16.0,0.54,2.25,6.59,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
shishu ahar,93.37,2.61,17.42,1.43,1.02,6.61,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
cereal pulse mix with amylase rice flour,151.57,4.27,27.8,2.74,3.47,8.84,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""low-fat"", ""vegan""]",medium
banana groundnut paste/puree,213.19,4.27,36.15,5.45,1.7,31.67,fruit,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
rice dal porridge (chawal dal ki khichdi/khichri),383.33,10.8,65.04,8.33,4.51,26.54,protein,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
lentils and semolina porridge (dal suji porridge/daliya),117.29,3.26,23.19,1.06,1.44,13.84,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
spinach khichri (palak khichri/khichdi),102.18,3.43,17.35,1.91,1.56,0.21,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
vegetable mix,174.21,4.7,36.02,0.94,1.93,27.36,vegetable,vegan,north_india,"['lunch', 'dinner']","[""low-fat"", ""vegan""]",high
lentils and wheat porridge (dal wheat porridge/daliya ),52.54,2.71,8.36,0.94,1.28,0.92,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
maize porridge,89.57,2.14,15.64,1.89,1.68,7.69,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
spinach peanut burfi (palak aur mungfali ki burfi),105.37,3.36,13.59,4.39,2.07,11.5,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
split bengal gram burfi/fudge (channa dal burfi),287.36,4.65,54.63,7.09,2.06,43.38,protein,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
chickpea flour cookies (sweet besan rounds/cookies),207.01,4.29,39.64,3.42,2.56,30.66,snack,vegan,north_india,['snack'],"[""low-fat"", ""vegan""]",high
pearl millet mathri (bajra mathri),785.08,1.82,7.42,83.12,1.36,0.16,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
sesame biscuit (til ke biscuit),424.03,8.27,53.65,19.34,6.83,29.73,snack,vegan,north_india,['snack'],"[""high-fiber"", ""vegan""]",high
fermented bengal gram vada (khameerikrit/ufna hua channa dal ka vada),657.57,4.05,8.68,67.19,2.65,0.35,protein,vegan,south_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
poshtik namak paras,613.39,6.49,19.52,56.58,4.55,0.87,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
soya chikki,423.7,7.18,62.89,15.51,3.55,45.47,protein,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
besan bathua chilla/cheela,373.82,11.48,40.65,18.57,7.79,1.45,other,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
wheat flour and nuts ladoos (atta nuts ladoos),391.9,9.46,44.31,19.19,7.3,15.94,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""vegan""]",high
gram flour and semolina dhokla (besan suji dhokla),198.91,8.52,25.92,7.1,4.59,2.58,other,vegan,west_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
atta dal burfi,298.8,6.66,40.64,12.47,4.08,21.08,protein,vegan,north_india,"['lunch', 'dinner']","[""vegan""]",high
soya roti,283.96,9.18,40.03,9.23,8.71,1.58,protein,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
poshtik khichdi/khichri,93.37,3.04,15.64,1.88,2.0,0.26,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
namkeen daliya,295.11,8.29,49.32,7.99,8.57,0.82,protein,vegan,north_india,"['lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
sprouts upma,316.25,9.5,44.96,10.44,7.16,1.67,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
semolina idli (suji/rava idli),206.39,9.34,33.67,3.47,5.85,3.42,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",medium
poshtik chilla/cheela,159.53,4.85,27.47,3.04,4.91,1.22,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
stuffed bittergourd (dry) (bharwa karela),217.65,1.29,2.49,22.38,3.0,0.07,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cauliflower potato canjee,16.79,0.57,2.63,0.39,0.69,0.13,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
creamed spinach,96.91,5.18,4.44,6.39,1.33,1.59,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mango milkshake with ice cream (aam milkshake ice cream ke saath),68.35,1.93,9.18,2.8,0.23,9.11,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
pineapple milkshake with ice cream (ananas milkshake ice cream ke saath),68.49,1.93,9.33,2.75,0.42,9.2,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
orange milkshake with ice cream (narangi milkshake ice cream ke saath),67.82,1.95,9.15,2.75,0.16,9.0,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
woodapple juice (bel ka sharbat),34.18,0.63,6.51,0.7,1.03,5.75,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
